"","Relevé","TITLE","LITERATURE","YEAR","TAX_SCOPE","SAMPLING_METHOD","QUANT_METHOD","FAMILY","GENERA","EPITHET","SPECIES","IDENTIFICATION_CONFIDENCE","EPILIST","EPIPHYTE_FLORA","HEMIEPIPHYTE_FLORA","RUPICOLOUS_FLORA","TERRESTRIAL_FLORA","UNKNOWN_FLORA","NATURALNESS","INCLUSION.REQUIREMENTS","NUMBER_INDIVIDUALS","FREQUENCY","BIOMASS","SCORE","LONGITUDE","LATITUDE","PRECISION","PHOROPHYTE_FAMILY","PHOROPHYTE_GENUS","PHOROPHYTE_EPITHET","DBH","HEIGHT","OBS.","BIOME","COUNTRY","WWF_ECOREGION","PHYLUM"
"1164",1164,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1165",1165,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1166",1166,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1167",1167,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1168",1168,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1169",1169,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1170",1170,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1171",1171,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1172",1172,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1173",1173,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1174",1174,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1175",1175,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1176",1176,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1177",1177,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1178",1178,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1179",1179,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1180",1180,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 78 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1181",1181,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","duratii","Tillandsia duratii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Toursarkissian, M. s.n. (BA 66840)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1182",1182,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 79 (BA 31/1741)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1183",1183,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.94971,-27.330813,"Sampled tree","","","",NA,NA,"Herbarium data, Schulz 81 (BA 31/1739)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1184",1184,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","duratii","Tillandsia duratii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-59.035657,-27.419681,"Sampled tree","","","",NA,NA,"Herbarium data, Meyer 4 (BA 31/1742)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1185",1185,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-59.035657,-27.419681,"Sampled tree","","","",NA,NA,"Herbarium data, Meyer 3 (BA 31/1743)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1186",1186,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-59.035657,-27.419681,"Sampled tree","","","",NA,NA,"Herbarium data, Meyer 2 (BA 31/1744)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1187",1187,"Flora Vascular de la República Argentina, Vol 2: Licofitas- Helechos - Gymnospermae","Book",2017,"Ferns","Others","Presence","Polypodiaceae","Pleopeltis","minima","Pleopeltis minima","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.880121,-27.449367,"Area","","","",NA,NA,"","Chaco","Argentina","Paraná flooded savanna","Pteridophyte"
"1188",1188,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","bandensis","Tillandsia bandensis","","Epiphyte",0,0,1,0,0,"Natural","",NA,NA,NA,"",-58.956021,-27.455125,"Sampled tree","","","",NA,NA,"Herbarium data, Ragonese, A. s.n. (BA 13136)","Chaco","Argentina","Paraná flooded savanna","Angiospermae"
"1189",1189,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.956021,-27.455125,"Sampled tree","","","",NA,NA,"Herbarium data, Ragonese, A s.n. (BA 13137)","Chaco","Argentina","Paraná flooded savanna","Angiospermae"
"1190",1190,"","Herbarium (ARG)",NA,"","Others","Presence","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.956021,-27.455125,"Sampled tree","","","",NA,NA,"Herbarium data, Ragonese, A s.n. (BA 13135)","Chaco","Argentina","Paraná flooded savanna","Angiospermae"
"1191",1191,"","Herbarium (ARG)",NA,"","Others","Presence","Cactaceae","Rhipsalis","aculeata","Rhipsalis aculeata","","Epiphyte",0,0,0,0,1,"Natural","",NA,NA,NA,"",-60.532165,-27.55524,"Sampled tree","","","",NA,NA,"Herbarium data, Fonseca s.n. (BA 31/1513)","Chaco","Argentina","Humid Chaco","Angiospermae"
"1192",1192,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Abundance","Aspleniaceae","Asplenium","gastonis","Asplenium gastonis","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1193",1193,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Aspleniaceae","Asplenium","sellowianum","Asplenium sellowianum","","Epiphyte",0,0,0,1,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1194",1194,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Aspleniaceae","Asplenium","sellowianum","Asplenium sellowianum","","Epiphyte",0,0,0,1,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1195",1195,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Polypodiaceae","Campyloneurum","nitidum","Campyloneurum nitidum","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1196",1196,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Polypodiaceae","Pecluma","filicula","Pecluma filicula","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1197",1197,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Polypodiaceae","Pecluma","pectinatiformis","Pecluma pectinatiformis","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1198",1198,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Polypodiaceae","Pecluma","sicca","Pecluma sicca","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1199",1199,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Polypodiaceae","Pleopeltis","minima","Pleopeltis minima","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1200",1200,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Psilotaceae","Psilotum","nudum","Psilotum nudum","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1201",1201,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Dryopteridaceae","Rumohra","adiantiformis","Rumohra adiantiformis","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","Arecaceae","Butia","yatay",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1202",1202,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Pteridaceae","Vittaria","graminifolia","Vittaria graminifolia","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-58.02853515,-28.01787528,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1203",1203,"Sinopsis de los helechos y licofitos del Parque Nacional Mburucuyá (Corrientes, Argentina). Claves de especies","Paper",2013,"Ferns","Others","Presence","Polypodiaceae","Phlebodium","aureum","Phlebodium aureum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-58.03894936,-28.03025206,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1204",1204,"Flora Vascular de la República Argentina, Vol 2: Licofitas- Helechos - Gymnospermae","Book",2017,"Ferns","Others","Presence","Polypodiaceae","Campyloneurum","nitidum","Campyloneurum nitidum","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-57.55838993,-28.15184035,"Sampled tree","Lauraceae","Ocotea ","acutifolia",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1205",1205,"Flora Vascular de la República Argentina, Vol 2: Licofitas- Helechos - Gymnospermae","Book",2017,"Ferns","Others","Presence","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-59.475687,-28.720207,"Area","","","",NA,NA,"","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1206",1206,"Distribución de epífitas vasculares sobre cuatro espécies arbóreas en un bosque xerofítico del Chaco Húmedo, Argentina.","Paper",2018,"All","Others","Abundance","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","","Epiphyte",1,0,1,1,0,"Natural","",1,NA,NA,"",-60.38333333,-29.45,"Area","Fabaceae","Prosopis","sp.",NA,7.1,"Epiphyte species abundance among four phorophyte species. The mean height and basal area from all phorophyte species were presented.","Chaco","Argentina","Humid Chaco","Angiospermae"
"1207",1207,"Distribución de epífitas vasculares sobre cuatro espécies arbóreas en un bosque xerofítico del Chaco Húmedo, Argentina.","Paper",2018,"All","Others","Abundance","Bromeliaceae","Aechmea","distichantha","Aechmea distichantha","","Epiphyte",1,0,1,1,0,"Natural","",21,NA,NA,"",-60.38333333,-29.45,"Area","Sapotaceae","Sideroxylon ","obtusifolium",NA,24.5,"Epiphyte species abundance among four phorophyte species. The mean height and basal area from all phorophyte species were presented.","Chaco","Argentina","Humid Chaco","Angiospermae"
"1208",1208,"Distribución de epífitas vasculares sobre cuatro espécies arbóreas en un bosque xerofítico del Chaco Húmedo, Argentina.","Paper",2018,"All","Others","Abundance","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Natural","",5,NA,NA,"",-60.38333333,-29.45,"Area","Fabaceae","Acacia ","praecox",NA,6.4,"Epiphyte species abundance among four phorophyte species. The mean height and basal area from all phorophyte species were presented.","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1209",1209,"Distribución de epífitas vasculares sobre cuatro espécies arbóreas en un bosque xerofítico del Chaco Húmedo, Argentina.","Paper",2018,"All","Others","Abundance","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Natural","",5,NA,NA,"",-60.38333333,-29.45,"Area","Fabaceae","Prosopis","sp.",NA,7.1,"Epiphyte species abundance among four phorophyte species. The mean height and basal area from all phorophyte species were presented.","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1210",1210,"Distribución de epífitas vasculares sobre cuatro espécies arbóreas en un bosque xerofítico del Chaco Húmedo, Argentina.","Paper",2018,"All","Others","Abundance","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Natural","",2,NA,NA,"",-60.38333333,-29.45,"Area","Anacardiaceae","Schinopsis ","balansae",NA,14.8,"Epiphyte species abundance among four phorophyte species. The mean height and basal area from all phorophyte species were presented.","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1211",1211,"Distribución de epífitas vasculares sobre cuatro espécies arbóreas en un bosque xerofítico del Chaco Húmedo, Argentina.","Paper",2018,"All","Others","Abundance","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Natural","",37,NA,NA,"",-60.38333333,-29.45,"Area","Sapotaceae","Sideroxylon ","obtusifolium",NA,24.5,"Epiphyte species abundance among four phorophyte species. The mean height and basal area from all phorophyte species were presented.","Chaco","Argentina","Humid Chaco","Pteridophyte"
"1212",1212,"Distribución de epífitas vasculares sobre cuatro espécies arbóreas en un bosque xerofítico del Chaco Húmedo, Argentina.","Paper",2018,"All","Others","Abundance","Cactaceae","Rhipsalis","aculeata","Rhipsalis aculeata","","Epiphyte",0,0,0,0,1,"Natural","",2,NA,NA,"",-60.38333333,-29.45,"Area","Fabaceae","Prosopis","sp.",NA,7.1,"Epiphyte species abundance among four phorophyte species. The mean height and basal area from all phorophyte species were presented.","Chaco","Argentina","Humid Chaco","Angiospermae"
"1213",1213,"Distribución de epífitas vasculares sobre cuatro espécies arbóreas en un bosque xerofítico del Chaco Húmedo, Argentina.","Paper",2018,"All","Others","Abundance","Cactaceae","Rhipsalis","aculeata","Rhipsalis aculeata","","Epiphyte",0,0,0,0,1,"Natural","",7,NA,NA,"",-60.38333333,-29.45,"Area","Anacardiaceae","Schinopsis ","balansae",NA,14.8,"Epiphyte species abundance among four phorophyte species. The mean height and basal area from all phorophyte species were presented.","Chaco","Argentina","Humid Chaco","Angiospermae"
"1214",1214,"Distribución de epífitas vasculares sobre cuatro espécies arbóreas en un bosque xerofítico del Chaco Húmedo, Argentina.","Paper",2018,"All","Others","Abundance","Cactaceae","Rhipsalis","aculeata","Rhipsalis aculeata","","Epiphyte",0,0,0,0,1,"Natural","",32,NA,NA,"",-60.38333333,-29.45,"Area","Sapotaceae","Sideroxylon ","obtusifolium",NA,24.5,"Epiphyte species abundance among four phorophyte species. The mean height and basal area from all phorophyte species were presented.","Chaco","Argentina","Humid Chaco","Angiospermae"
"1215",1215,"Distribución de epífitas vasculares sobre cuatro espécies arbóreas en un bosque xerofítico del Chaco Húmedo, Argentina.","Paper",2018,"All","Others","Abundance","Bromeliaceae","Tillandsia","bandensis","Tillandsia bandensis","","Epiphyte",0,0,1,0,0,"Natural","",68,NA,NA,"",-60.38333333,-29.45,"Area","Fabaceae","Acacia ","praecox",NA,6.4,"Epiphyte species abundance among four phorophyte species. The mean height and basal area from all phorophyte species were presented.","Chaco","Argentina","Humid Chaco","Angiospermae"
